Name;Surname;SID;GPA;Grade;Credits;email;password;SFID;Major
Ariana;Tiffiny;43757;3.05;2;66;atiffiny@du.edu.tr;AT43757;2;Computer Engineering
Ariane;Tijuana;43758;2.74;1;12;atijuana@du.edu.tr;AT43758;3;Law
Arianna;Tilda;43759;3.45;3;80;atilda@du.edu.tr;AT43759;0;Chemistry
Arianne;Tillie;43760;3.76;4;128;atillie@du.edu.tr;AT43760;4;Media and Visual Arts
Arica;Tim;43761;1.27;3;78;atim@du.edu.tr;AT43761;1;Economy
Arie;Timika;43762;3.23;2;62;atimika@du.edu.tr;AT43762;0;Mathematics
Ariel;Timmy;43763;1.58;2;65;atimmy@du.edu.tr;AT43763;2;Computer Engineering
Arielle;Timothy;43764;2.2;2;69;atimothy@du.edu.tr;AT43764;3;Law
Arla;Tina;43765;3.82;4;130;atina@du.edu.tr;AT43765;2;Electrical and Electronics Engineering
Arlean;Tinisha;43766;2.59;1;13;atinisha@du.edu.tr;AT43766;3;Law
Arleen;Tiny;43767;3.99;1;2;atiny@du.edu.tr;AT43767;4;Archaeology and History of Art
Arlen;Tisa;43768;3.44;2;62;atisa@du.edu.tr;AT43768;1;International Relations
Arlena;Tish;43769;1.7;4;133;atish@du.edu.tr;AT43769;3;Law
Arlene;Tisha;43770;3.02;4;106;atisha@du.edu.tr;AT43770;4;Philosophy
Arletha;Titus;43771;3.03;2;52;atitus@du.edu.tr;AT43771;1;International Relations
Arletta;Tobi;43772;1.72;2;59;atobi@du.edu.tr;AT43772;3;Law
Arlette;Tobias;43773;2.02;2;38;atobias@du.edu.tr;AT43773;1;Economy
Arlie;Tobie;43774;1.19;2;40;atobie@du.edu.tr;AT43774;2;Computer Engineering
Arlinda;Toby;43775;3.81;4;127;atoby@du.edu.tr;AT43775;2;Chemical and Biological Engineering 
Arline;Toccara;43776;1.13;1;29;atoccara@du.edu.tr;AT43776;3;Law
Arlyne;Tod;43777;2.58;4;108;atod@du.edu.tr;AT43777;4;History
Armand;Todd;43778;1.81;1;4;atodd@du.edu.tr;AT43778;4;Philosophy
Armanda;Toi;43779;1.42;3;98;atoi@du.edu.tr;AT43779;1;International Relations
Armandina;Tom;43780;2.92;1;22;atom@du.edu.tr;AT43780;0;Molecular Biology and Genetics
Armando;Tomas;43781;2.23;1;13;atomas@du.edu.tr;AT43781;4;History
Armida;Tomasa;43782;2.11;1;30;atomasa@du.edu.tr;AT43782;0;Molecular Biology and Genetics
Arminda;Tomeka;43783;2.27;3;75;atomeka@du.edu.tr;AT43783;4;Media and Visual Arts
Arnetta;Tomi;43784;3.97;1;33;atomi@du.edu.tr;AT43784;1;Business Administration
Arnette;Tomika;43785;3.2;4;136;atomika@du.edu.tr;AT43785;0;Physics
Arnita;Tomiko;43786;2.75;4;117;atomiko@du.edu.tr;AT43786;3;Law
Arnold;Tommie;43787;2.82;2;43;atommie@du.edu.tr;AT43787;3;Law
Arnoldo;Tommy;43788;1.74;4;137;atommy@du.edu.tr;AT43788;0;Mathematics
Arnulfo;Tommye;43789;3.66;2;60;atommye@du.edu.tr;AT43789;1;International Relations
Aron;Tomoko;43790;1.19;2;69;atomoko@du.edu.tr;AT43790;2;Chemical and Biological Engineering 
Arron;Tona;43791;1.17;1;5;atona@du.edu.tr;AT43791;1;Business Administration
Art;Tonda;43792;3.3;2;46;atonda@du.edu.tr;AT43792;0;Mathematics
Arthur;Tonette;43793;2.1;2;64;atonette@du.edu.tr;AT43793;3;Law
Artie;Toney;43794;3.11;4;112;atoney@du.edu.tr;AT43794;2;Computer Engineering
Arturo;Toni;43795;2.05;4;122;atoni@du.edu.tr;AT43795;1;Economy
Arvilla;Tonia;43796;1.01;4;107;atonia@du.edu.tr;AT43796;4;Media and Visual Arts
Asa;Tonie;43797;1.63;2;39;atonie@du.edu.tr;AT43797;2;Chemical and Biological Engineering 
Asha;Tonisha;43798;2.99;4;127;atonisha@du.edu.tr;AT43798;3;Law
Ashanti;Tonita;43799;3.99;1;5;atonita@du.edu.tr;AT43799;1;Economy
Ashely;Tonja;43800;2.83;1;22;atonja@du.edu.tr;AT43800;2;Computer Engineering
Ashlea;Tony;43801;1.59;1;16;atony@du.edu.tr;AT43801;1;Economy
Ashlee;Tonya;43802;1.76;3;82;atonya@du.edu.tr;AT43802;3;Law
Ashleigh;Tora;43803;3.37;1;11;atora@du.edu.tr;AT43803;2;Chemical and Biological Engineering 
Ashley;Tori;43804;2.18;3;100;atori@du.edu.tr;AT43804;1;Economy
Ashli;Torie;43805;3.67;4;120;atorie@du.edu.tr;AT43805;2;Chemical and Biological Engineering 
Ashlie;Torri;43806;2.97;4;121;atorri@du.edu.tr;AT43806;4;Comparative Literature
Ashly;Torrie;43807;3.06;2;69;atorrie@du.edu.tr;AT43807;4;Philosophy
Ashlyn;Tory;43808;1.76;2;42;atory@du.edu.tr;AT43808;4;Archaeology and History of Art
Ashton;Tosha;43809;3.02;1;23;atosha@du.edu.tr;AT43809;1;International Relations
Asia;Toshia;43810;3.49;2;57;atoshia@du.edu.tr;AT43810;2;Computer Engineering
Asley;Toshiko;43811;3.01;4;108;atoshiko@du.edu.tr;AT43811;0;Chemistry
Assunta;Tova;43812;3.1;1;31;atova@du.edu.tr;AT43812;2;Chemical and Biological Engineering 
Astrid;Towanda;43813;1.41;1;28;atowanda@du.edu.tr;AT43813;0;Mathematics
Asuncion;Toya;43814;1.66;2;36;atoya@du.edu.tr;AT43814;3;Law
Athena;Tracee;43815;3.39;1;2;atracee@du.edu.tr;AT43815;2;Computer Engineering
Aubrey;Tracey;43816;3.68;4;136;atracey@du.edu.tr;AT43816;4;Comparative Literature
Audie;Traci;43817;3.55;1;11;atraci@du.edu.tr;AT43817;1;International Relations
Audra;Tracie;43818;1.48;4;138;atracie@du.edu.tr;AT43818;3;Law
Audrea;Tracy;43819;1.08;4;138;atracy@du.edu.tr;AT43819;4;Media and Visual Arts
Audrey;Tran;43820;1.05;3;75;atran@du.edu.tr;AT43820;1;International Relations
Audria;Trang;43821;2.59;1;25;atrang@du.edu.tr;AT43821;0;Molecular Biology and Genetics
Audrie;Travis;43822;2.88;3;84;atravis@du.edu.tr;AT43822;1;International Relations
Audry;Treasa;43823;2.8;2;56;atreasa@du.edu.tr;AT43823;0;Chemistry
August;Treena;43824;1.75;2;60;atreena@du.edu.tr;AT43824;4;Comparative Literature
Augusta;Trena;43825;1.44;1;26;atrena@du.edu.tr;AT43825;1;Economy
Augustina;Trent;43826;2.39;4;112;atrent@du.edu.tr;AT43826;2;Computer Engineering
Augustine;Trenton;43827;3.83;3;74;atrenton@du.edu.tr;AT43827;1;International Relations
Augustus;Tresa;43828;3.74;4;126;atresa@du.edu.tr;AT43828;2;Industrial Engineering
Aundrea;Tressa;43829;3.95;1;14;atressa@du.edu.tr;AT43829;2;Computer Engineering
Aura;Tressie;43830;2.47;4;122;atressie@du.edu.tr;AT43830;2;Computer Engineering
Aurea;Treva;43831;1.58;2;48;atreva@du.edu.tr;AT43831;0;Molecular Biology and Genetics
Aurelia;Trevor;43832;2.62;3;75;atrevor@du.edu.tr;AT43832;1;International Relations
Aurelio;Trey;43833;2.82;3;96;atrey@du.edu.tr;AT43833;3;Law
Aurora;Tricia;43834;2;2;51;atricia@du.edu.tr;AT43834;2;Mechanical Engineering
Aurore;Trina;43835;3.32;1;13;atrina@du.edu.tr;AT43835;4;Archaeology and History of Art
Austin;Trinh;43836;1.13;4;125;atrinh@du.edu.tr;AT43836;3;Law
Autumn;Trinidad;43837;3.08;2;70;atrinidad@du.edu.tr;AT43837;1;Economy
Ava;Trinity;43838;2.05;2;45;atrinity@du.edu.tr;AT43838;2;Mechanical Engineering
Avelina;Trish;43839;2.88;2;54;atrish@du.edu.tr;AT43839;4;History
Avery;Trisha;43840;2.53;1;26;atrisha@du.edu.tr;AT43840;3;Law
Avis;Trista;43841;3.68;4;136;atrista@du.edu.tr;AT43841;2;Electrical and Electronics Engineering
Avril;Tristan;43842;3.18;1;2;atristan@du.edu.tr;AT43842;0;Mathematics
Awilda;Troy;43843;1.21;2;55;atroy@du.edu.tr;AT43843;4;History
Ayako;Trudi;43844;2.78;2;47;atrudi@du.edu.tr;AT43844;3;Law
Ayana;Trudie;43845;2.22;4;110;atrudie@du.edu.tr;AT43845;0;Physics
Ayanna;Trudy;43846;1.82;1;7;atrudy@du.edu.tr;AT43846;4;Philosophy
Ayesha;Trula;43847;3.57;3;98;atrula@du.edu.tr;AT43847;2;Chemical and Biological Engineering 
Azalee;Truman;43848;3.44;4;108;atruman@du.edu.tr;AT43848;3;Law
Azucena;Tu;43849;3.27;2;70;atu@du.edu.tr;AT43849;1;Economy
Azzie;Tuan;43850;3.8;3;96;atuan@du.edu.tr;AT43850;1;Economy
Babara;Tula;43851;1.11;4;122;btula@du.edu.tr;BT43851;4;Sociology
Babette;Tuyet;43852;1.62;4;118;btuyet@du.edu.tr;BT43852;3;Law
Bailey;Twana;43853;2.42;2;37;btwana@du.edu.tr;BT43853;3;Law
Bambi;Twanda;43854;1.31;1;19;btwanda@du.edu.tr;BT43854;1;Economy
Bao;Twanna;43855;2.12;4;124;btwanna@du.edu.tr;BT43855;4;Archaeology and History of Art
Barabara;Twila;43856;1.87;2;60;btwila@du.edu.tr;BT43856;2;Computer Engineering
Barb;Twyla;43857;1.21;3;75;btwyla@du.edu.tr;BT43857;4;Psychology
Barbar;Ty;43858;1.19;4;118;bty@du.edu.tr;BT43858;2;Mechanical Engineering
Barbara;Tyesha;43859;3;1;9;btyesha@du.edu.tr;BT43859;3;Law
Barbera;Tyisha;43860;3.15;1;8;btyisha@du.edu.tr;BT43860;4;Philosophy
Barbie;Tyler;43861;3.79;3;97;btyler@du.edu.tr;BT43861;0;Mathematics
Barbra;Tynisha;43862;3.01;3;76;btynisha@du.edu.tr;BT43862;3;Law
Bari;Tyra;43863;2.5;1;33;btyra@du.edu.tr;BT43863;3;Law
Barney;Tyree;43864;3.19;1;10;btyree@du.edu.tr;BT43864;0;Mathematics
Barrett;Tyrell;43865;3.91;4;137;btyrell@du.edu.tr;BT43865;2;Industrial Engineering
Barrie;Tyron;43866;2.3;2;62;btyron@du.edu.tr;BT43866;0;Mathematics
Barry;Tyrone;43867;3.1;1;4;btyrone@du.edu.tr;BT43867;2;Chemical and Biological Engineering 
Bart;Tyson;43868;2.52;1;6;btyson@du.edu.tr;BT43868;2;Industrial Engineering
Barton;Ula;43869;2.81;3;103;bula@du.edu.tr;BU43869;2;Industrial Engineering
Basil;Ulrike;43870;1.89;4;138;bulrike@du.edu.tr;BU43870;3;Law
Basilia;Ulysses;43871;2.72;4;107;bulysses@du.edu.tr;BU43871;3;Law
Bea;Un;43872;3.89;1;2;bun@du.edu.tr;BU43872;4;Media and Visual Arts
Beata;Una;43873;3.22;2;70;buna@du.edu.tr;BU43873;4;Archaeology and History of Art
Beatrice;Uva;43874;2.34;2;46;buva@du.edu.tr;BU43874;3;Law
Beatris;Leroy;43875;2.32;2;61;bleroy@du.edu.tr;BL43875;1;Economy
Beatriz;Les;43876;3.88;3;83;bles@du.edu.tr;BL43876;1;Business Administration
Beau;Lesa;43877;1.37;3;97;blesa@du.edu.tr;BL43877;0;Molecular Biology and Genetics
Beaulah;Lesha;43878;3.44;2;46;blesha@du.edu.tr;BL43878;1;Economy
Bebe;Lesia;43879;1.85;1;25;blesia@du.edu.tr;BL43879;2;Electrical and Electronics Engineering
Becki;Leslee;43880;3.82;3;94;bleslee@du.edu.tr;BL43880;2;Industrial Engineering
Beckie;Lesley;43881;1.35;4;122;blesley@du.edu.tr;BL43881;0;Mathematics
Becky;Lesli;43882;3.79;3;91;blesli@du.edu.tr;BL43882;3;Law
Bee;Leslie;43883;2.37;4;115;bleslie@du.edu.tr;BL43883;0;Molecular Biology and Genetics
Belen;Lessie;43884;1.58;1;34;blessie@du.edu.tr;BL43884;0;Molecular Biology and Genetics
Belia;Lester;43885;1.54;1;1;blester@du.edu.tr;BL43885;2;Electrical and Electronics Engineering
Belinda;Leta;43886;2.21;2;37;bleta@du.edu.tr;BL43886;2;Mechanical Engineering
Belkis;Letha;43887;1.03;4;136;bletha@du.edu.tr;BL43887;3;Law
Bell;Leticia;43888;2.16;3;78;bleticia@du.edu.tr;BL43888;3;Law
Bella;Letisha;43889;3.85;3;101;bletisha@du.edu.tr;BL43889;1;Business Administration
Belle;Letitia;43890;2.07;2;44;bletitia@du.edu.tr;BL43890;4;Media and Visual Arts
Belva;Lettie;43891;3.24;4;125;blettie@du.edu.tr;BL43891;4;Philosophy
Ben;Letty;43892;2.2;3;76;bletty@du.edu.tr;BL43892;2;Chemical and Biological Engineering 
Benedict;Levi;43893;3.43;1;18;blevi@du.edu.tr;BL43893;4;Comparative Literature
Benita;Lewis;43894;3.8;2;41;blewis@du.edu.tr;BL43894;2;Mechanical Engineering
Benito;Lexie;43895;3.71;1;32;blexie@du.edu.tr;BL43895;4;History
Benjamin;Lezlie;43896;2.11;2;44;blezlie@du.edu.tr;BL43896;4;Archaeology and History of Art
Bennett;Li;43897;3.85;3;103;bli@du.edu.tr;BL43897;4;Media and Visual Arts
Bennie;Lia;43898;1.95;4;110;blia@du.edu.tr;BL43898;1;Business Administration
Benny;Liana;43899;1.51;2;47;bliana@du.edu.tr;BL43899;3;Law
Benton;Liane;43900;2.21;1;12;bliane@du.edu.tr;BL43900;0;Molecular Biology and Genetics
Berenice;Lianne;43901;1.79;1;29;blianne@du.edu.tr;BL43901;0;Molecular Biology and Genetics
Berna;Libbie;43902;2.07;1;9;blibbie@du.edu.tr;BL43902;3;Law
Bernadette;Libby;43903;2.24;4;113;blibby@du.edu.tr;BL43903;0;Molecular Biology and Genetics
Bernadine;Liberty;43904;3.36;3;74;bliberty@du.edu.tr;BL43904;2;Computer Engineering
Bernard;Librada;43905;1.36;4;109;blibrada@du.edu.tr;BL43905;0;Physics
Bernarda;Lida;43906;1.05;2;40;blida@du.edu.tr;BL43906;3;Law
Bernardina;Lidia;43907;3.76;3;100;blidia@du.edu.tr;BL43907;3;Law
Bernardine;Lien;43908;1.18;1;21;blien@du.edu.tr;BL43908;4;Psychology
Bernardo;Lieselotte;43909;1.32;3;74;blieselotte@du.edu.tr;BL43909;1;Economy
Berneice;Ligia;43910;2.15;4;120;bligia@du.edu.tr;BL43910;2;Industrial Engineering
Bernetta;Lila;43911;3.68;2;59;blila@du.edu.tr;BL43911;4;Philosophy
Bernice;Lili;43912;2.64;3;78;blili@du.edu.tr;BL43912;2;Computer Engineering
Bernie;Lilia;43913;2.3;2;38;blilia@du.edu.tr;BL43913;0;Molecular Biology and Genetics
Berniece;Lilian;43914;2.17;3;99;blilian@du.edu.tr;BL43914;4;Comparative Literature
Bernita;Liliana;43915;1.49;4;132;bliliana@du.edu.tr;BL43915;1;International Relations
Berry;Lilla;43916;3.83;3;90;blilla@du.edu.tr;BL43916;3;Law
Bert;Lilli;43917;3.93;3;93;blilli@du.edu.tr;BL43917;3;Law
Berta;Lillia;43918;1.9;3;71;blillia@du.edu.tr;BL43918;4;Comparative Literature
Bertha;Lilliam;43919;2.18;4;113;blilliam@du.edu.tr;BL43919;3;Law
Bertie;Lillian;43920;2.09;4;121;blillian@du.edu.tr;BL43920;3;Law
Bertram;Lilliana;43921;3.96;4;124;blilliana@du.edu.tr;BL43921;4;Archaeology and History of Art
Beryl;Lillie;43922;2.9;2;49;blillie@du.edu.tr;BL43922;0;Chemistry
Bess;Lilly;43923;2.73;1;11;blilly@du.edu.tr;BL43923;2;Mechanical Engineering
Bessie;Lily;43924;2.26;1;10;blily@du.edu.tr;BL43924;1;International Relations
Beth;Lin;43925;3.88;3;99;blin@du.edu.tr;BL43925;2;Chemical and Biological Engineering 
Bethanie;Lina;43926;2.79;1;22;blina@du.edu.tr;BL43926;4;Archaeology and History of Art
Bethann;Lincoln;43927;3.68;4;115;blincoln@du.edu.tr;BL43927;2;Industrial Engineering
Bethany;Linda;43928;1.6;2;48;blinda@du.edu.tr;BL43928;3;Law
Bethel;Lindsay;43929;1.18;2;43;blindsay@du.edu.tr;BL43929;2;Electrical and Electronics Engineering
Betsey;Lindsey;43930;2.35;2;69;blindsey@du.edu.tr;BL43930;1;Economy
Betsy;Lindsy;43931;3.72;1;34;blindsy@du.edu.tr;BL43931;4;Comparative Literature
Bette;Lindy;43932;1.86;1;14;blindy@du.edu.tr;BL43932;1;Economy
Bettie;Linette;43933;1.32;1;21;blinette@du.edu.tr;BL43933;2;Mechanical Engineering
Bettina;Ling;43934;2.68;3;94;bling@du.edu.tr;BL43934;0;Physics
Betty;Linh;43935;1.63;4;111;blinh@du.edu.tr;BL43935;0;Physics
Bettyann;Linn;43936;1.16;3;99;blinn@du.edu.tr;BL43936;1;International Relations
Bettye;Linnea;43937;3.67;3;74;blinnea@du.edu.tr;BL43937;0;Chemistry
Beula;Linnie;43938;3.97;3;97;blinnie@du.edu.tr;BL43938;3;Law
Beulah;Lino;43939;2.82;2;66;blino@du.edu.tr;BL43939;0;Chemistry
Bev;Linsey;43940;2.78;4;106;blinsey@du.edu.tr;BL43940;2;Electrical and Electronics Engineering
Beverlee;Linwood;43941;2;3;102;blinwood@du.edu.tr;BL43941;2;Mechanical Engineering
Beverley;Lionel;43942;1.38;2;64;blionel@du.edu.tr;BL43942;2;Mechanical Engineering
Beverly;Lisa;43943;3.57;3;71;blisa@du.edu.tr;BL43943;0;Physics
Bianca;Lisabeth;43944;2.02;2;49;blisabeth@du.edu.tr;BL43944;4;Psychology
Bibi;Lisandra;43945;1.67;2;63;blisandra@du.edu.tr;BL43945;4;Psychology
Bill;Lisbeth;43946;3.19;2;60;blisbeth@du.edu.tr;BL43946;2;Computer Engineering
Billi;Lise;43947;1.12;3;74;blise@du.edu.tr;BL43947;4;History
Billie;Lisette;43948;3.02;2;68;blisette@du.edu.tr;BL43948;3;Law
Billy;Lisha;43949;2.71;4;107;blisha@du.edu.tr;BL43949;2;Chemical and Biological Engineering 
Billye;Lissa;43950;2.13;4;114;blissa@du.edu.tr;BL43950;0;Mathematics
Birdie;Lissette;43951;2.78;1;31;blissette@du.edu.tr;BL43951;1;International Relations
Birgit;Lita;43952;1.63;1;1;blita@du.edu.tr;BL43952;3;Law
Blaine;Livia;43953;1.71;2;42;blivia@du.edu.tr;BL43953;4;Comparative Literature
Blair;Liz;43954;2.27;1;25;bliz@du.edu.tr;BL43954;1;International Relations
Blake;Liza;43955;2.32;2;66;bliza@du.edu.tr;BL43955;1;Business Administration
Blanca;Lizabeth;43956;1.49;4;125;blizabeth@du.edu.tr;BL43956;2;Computer Engineering
Blanch;Lizbeth;43957;3.78;1;28;blizbeth@du.edu.tr;BL43957;1;International Relations
Blanche;Lizeth;43958;2.37;4;123;blizeth@du.edu.tr;BL43958;2;Chemical and Biological Engineering 
Blondell;Lizette;43959;2.71;3;100;blizette@du.edu.tr;BL43959;2;Computer Engineering
Blossom;Lizzette;43960;2.99;1;22;blizzette@du.edu.tr;BL43960;0;Molecular Biology and Genetics
Blythe;Lizzie;43961;3.31;3;76;blizzie@du.edu.tr;BL43961;3;Law
Bo;Lloyd;43962;3.67;3;81;blloyd@du.edu.tr;BL43962;1;Economy
Bob;Loan;43963;3.15;4;123;bloan@du.edu.tr;BL43963;0;Chemistry
Bobbi;Logan;43964;1.4;1;13;blogan@du.edu.tr;BL43964;4;Comparative Literature
Bobbie;Loida;43965;3;2;57;bloida@du.edu.tr;BL43965;1;International Relations
Bobby;Lois;43966;2.37;1;6;blois@du.edu.tr;BL43966;0;Molecular Biology and Genetics
Bobbye;Loise;43967;3.38;2;41;bloise@du.edu.tr;BL43967;2;Electrical and Electronics Engineering
Bobette;Lola;43968;1.9;3;93;blola@du.edu.tr;BL43968;4;Sociology
Bok;Lolita;43969;1.23;4;118;blolita@du.edu.tr;BL43969;2;Chemical and Biological Engineering 
Bong;Loma;43970;2;3;90;bloma@du.edu.tr;BL43970;4;History
Bonita;Lon;43971;2.76;1;15;blon@du.edu.tr;BL43971;4;Sociology
Bonnie;Lona;43972;3.85;3;99;blona@du.edu.tr;BL43972;0;Molecular Biology and Genetics
Bonny;Londa;43973;2.67;4;137;blonda@du.edu.tr;BL43973;3;Law
Booker;Long;43974;2.15;3;83;blong@du.edu.tr;BL43974;4;Archaeology and History of Art
Boris;Loni;43975;2.3;4;108;bloni@du.edu.tr;BL43975;4;Sociology
Boyce;Lonna;43976;3.44;4;138;blonna@du.edu.tr;BL43976;1;Business Administration
Boyd;Lonnie;43977;3.45;3;78;blonnie@du.edu.tr;BL43977;4;Comparative Literature
Brad;Lonny;43978;2.84;3;82;blonny@du.edu.tr;BL43978;0;Mathematics
Bradford;Lora;43979;2.69;1;2;blora@du.edu.tr;BL43979;0;Molecular Biology and Genetics
Bradley;Loraine;43980;2.32;1;13;bloraine@du.edu.tr;BL43980;4;Media and Visual Arts
Bradly;Loralee;43981;2.04;3;102;bloralee@du.edu.tr;BL43981;4;Psychology
Brady;Lore;43982;2.51;3;87;blore@du.edu.tr;BL43982;0;Mathematics
Brain;Lorean;43983;1.15;3;71;blorean@du.edu.tr;BL43983;4;History
Branda;Loree;43984;1.56;3;87;bloree@du.edu.tr;BL43984;3;Law
Brande;Loreen;43985;3.65;1;8;bloreen@du.edu.tr;BL43985;1;Economy
Brandee;Lorelei;43986;2.37;1;21;blorelei@du.edu.tr;BL43986;0;Chemistry
Branden;Loren;43987;2.74;3;78;bloren@du.edu.tr;BL43987;4;Psychology
Brandi;Lorena;43988;1.71;4;129;blorena@du.edu.tr;BL43988;1;Economy
Brandie;Lorene;43989;1.35;4;117;blorene@du.edu.tr;BL43989;3;Law
Brandon;Lorenza;43990;1.16;3;78;blorenza@du.edu.tr;BL43990;2;Chemical and Biological Engineering 
Brandy;Lorenzo;43991;2.02;4;108;blorenzo@du.edu.tr;BL43991;1;Business Administration
Brant;Loreta;43992;2.35;1;6;bloreta@du.edu.tr;BL43992;1;Business Administration
Breana;Loretta;43993;3.02;4;131;bloretta@du.edu.tr;BL43993;4;Media and Visual Arts
Breann;Lorette;43994;2.68;2;56;blorette@du.edu.tr;BL43994;0;Physics
Breanna;Lori;43995;1.07;3;76;blori@du.edu.tr;BL43995;1;Business Administration
Breanne;Loria;43996;2.94;4;138;bloria@du.edu.tr;BL43996;0;Mathematics
Bree;Loriann;43997;1.99;2;67;bloriann@du.edu.tr;BL43997;3;Law
Brenda;Lorie;43998;3.35;2;39;blorie@du.edu.tr;BL43998;4;History
Brendan;Lorilee;43999;3.41;3;103;blorilee@du.edu.tr;BL43999;3;Law
Brendon;Lorina;44000;2.02;1;13;blorina@du.edu.tr;BL44000;0;Mathematics
Brenna;Lorinda;44001;1.36;4;137;blorinda@du.edu.tr;BL44001;3;Law
Brent;Lorine;44002;3.64;1;23;blorine@du.edu.tr;BL44002;3;Law
Brenton;Loris;44003;1.15;1;1;bloris@du.edu.tr;BL44003;4;History
Bret;Lorita;44004;2.36;1;11;blorita@du.edu.tr;BL44004;1;International Relations
Brett;Lorna;44005;2.49;3;103;blorna@du.edu.tr;BL44005;1;Business Administration
Brian;Lorraine;44006;3.31;3;75;blorraine@du.edu.tr;BL44006;4;Psychology
Briana;Lorretta;44007;2.07;2;60;blorretta@du.edu.tr;BL44007;2;Industrial Engineering
Brianna;Lorri;44008;3.97;1;16;blorri@du.edu.tr;BL44008;1;Business Administration
Brianne;Lorriane;44009;1.79;2;51;blorriane@du.edu.tr;BL44009;3;Law
Brice;Lorrie;44010;3.04;2;64;blorrie@du.edu.tr;BL44010;0;Mathematics
Bridget;Lorrine;44011;3.44;1;23;blorrine@du.edu.tr;BL44011;3;Law
Bridgett;Lory;44012;2.14;4;138;blory@du.edu.tr;BL44012;3;Law
Bridgette;Lottie;44013;2.9;1;16;blottie@du.edu.tr;BL44013;2;Industrial Engineering
Brigette;Lou;44014;1.24;1;8;blou@du.edu.tr;BL44014;1;International Relations
Brigid;Louann;44015;1.07;2;64;blouann@du.edu.tr;BL44015;4;Archaeology and History of Art
Brigida;Louanne;44016;2.5;1;21;blouanne@du.edu.tr;BL44016;2;Chemical and Biological Engineering 
Brigitte;Louella;44017;3.01;1;15;blouella@du.edu.tr;BL44017;1;Business Administration
Brinda;Louetta;44018;2.23;1;11;blouetta@du.edu.tr;BL44018;1;International Relations
Britany;Louie;44019;3.28;1;24;blouie@du.edu.tr;BL44019;2;Chemical and Biological Engineering 
Britney;Louis;44020;3.77;2;68;blouis@du.edu.tr;BL44020;3;Law
Britni;Louisa;44021;3.16;2;49;blouisa@du.edu.tr;BL44021;0;Molecular Biology and Genetics
Britt;Louise;44022;1.49;3;96;blouise@du.edu.tr;BL44022;1;Economy
Britta;Loura;44023;3.99;4;110;bloura@du.edu.tr;BL44023;1;Business Administration
Brittaney;Lourdes;44024;3.91;1;9;blourdes@du.edu.tr;BL44024;2;Electrical and Electronics Engineering
Brittani;Lourie;44025;2.5;2;69;blourie@du.edu.tr;BL44025;4;History
Brittanie;Louvenia;44026;3.43;2;50;blouvenia@du.edu.tr;BL44026;3;Law
Brittany;Love;44027;3.19;2;54;blove@du.edu.tr;BL44027;4;Philosophy
Britteny;Lovella;44028;2.79;2;65;blovella@du.edu.tr;BL44028;4;Psychology
Brittney;Lovetta;44029;2.86;1;9;blovetta@du.edu.tr;BL44029;0;Mathematics
Brittni;Lovie;44030;3.66;1;16;blovie@du.edu.tr;BL44030;4;Psychology
Brittny;Lowell;44031;1.44;4;136;blowell@du.edu.tr;BL44031;2;Chemical and Biological Engineering 
Brock;Loyce;44032;3.32;2;51;bloyce@du.edu.tr;BL44032;0;Physics
Broderick;Loyd;44033;1.07;1;10;bloyd@du.edu.tr;BL44033;1;Economy
Bronwyn;Lu;44034;3.58;4;114;blu@du.edu.tr;BL44034;2;Mechanical Engineering
Brook;Luana;44035;1.23;1;31;bluana@du.edu.tr;BL44035;1;Economy
Brooke;Luann;44036;3.53;2;39;bluann@du.edu.tr;BL44036;0;Molecular Biology and Genetics
Brooks;Luanna;44037;1.16;2;62;bluanna@du.edu.tr;BL44037;1;Economy
Bruce;Luanne;44038;1.81;2;36;bluanne@du.edu.tr;BL44038;0;Mathematics
Bruna;Luba;44039;3.96;2;56;bluba@du.edu.tr;BL44039;2;Mechanical Engineering
Brunilda;Lucas;44040;1.52;4;118;blucas@du.edu.tr;BL44040;0;Chemistry
Bruno;Luci;44041;1.71;3;79;bluci@du.edu.tr;BL44041;4;Psychology
Bryan;Lucia;44042;2.78;1;20;blucia@du.edu.tr;BL44042;0;Chemistry
Bryanna;Luciana;44043;2.05;4;132;bluciana@du.edu.tr;BL44043;0;Mathematics
Bryant;Luciano;44044;3.3;2;63;bluciano@du.edu.tr;BL44044;1;Business Administration
Bryce;Lucie;44045;3.84;2;41;blucie@du.edu.tr;BL44045;1;Economy
Brynn;Lucien;44046;3.34;4;116;blucien@du.edu.tr;BL44046;4;Psychology
Bryon;Lucienne;44047;2.61;2;53;blucienne@du.edu.tr;BL44047;2;Industrial Engineering
Buck;Lucila;44048;3.03;1;7;blucila@du.edu.tr;BL44048;0;Mathematics
Bud;Lucile;44049;2.3;2;64;blucile@du.edu.tr;BL44049;4;Comparative Literature
Buddy;Lucilla;44050;2.51;2;46;blucilla@du.edu.tr;BL44050;3;Law
Buena;Lucille;44051;2.11;4;111;blucille@du.edu.tr;BL44051;1;Business Administration
Buffy;Lucina;44052;1.62;2;40;blucina@du.edu.tr;BL44052;4;Sociology
Buford;Lucinda;44053;2.79;4;134;blucinda@du.edu.tr;BL44053;0;Chemistry
Bula;Lucio;44054;3.63;1;22;blucio@du.edu.tr;BL44054;0;Chemistry
Bulah;Lucius;44055;1.42;4;121;blucius@du.edu.tr;BL44055;4;Media and Visual Arts
